Year,Hospital,County,er_service_level_desc,type,count
2019,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,44353
2020,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,6766
2020,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,35090
2021,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,6605
2021,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,35354
2022,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,6261
2022,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,39022
2023,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,40855
2023,HEMET GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,6197
2012,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7594
2012,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,38651
2013,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7061
2013,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,39739
2014,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7433
2014,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,40167
2015,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7719
2015,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,41790
2016,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7219
2016,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,44762
2017,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,6741
2017,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,46345
2018,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,7451
2018,HEMET VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,43893
2012,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4579
2012,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,30236
2013,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4208
2013,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,31319
2014,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3961
2014,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,34213
2015,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3869
2015,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,36918
2016,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3877
2016,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,39962
2017,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3648
2017,JOHN F KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,43192
2018,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3623
2018,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,45433
2019,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4341
2019,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,50020
2020,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4170
2020,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,40435
2021,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4344
2021,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,42578
2022,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4517
2022,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,48677
2023,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,48126
2023,JOHN F. KENNEDY MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,4970
2012,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2401
2012,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,28600
2013,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2447
2013,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,30907
2014,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2070
2014,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,31494
2015,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2148
2015,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,34835
2016,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,1927
2016,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,40401
2017,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,1802
2017,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,42880
2018,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,1855
2018,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,42765
2019,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2033
2019,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,47351
2020,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2410
2020,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,38196
2021,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2908
2021,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,44180
2022,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,2875
2022,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,50769
2023,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Visit,51767
2023,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,RIVERSIDE,BASIC,ED_Admit,3029
2012,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4735
2012,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,34097
2013,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4744
2013,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,34001
2014,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4444
2014,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,36748
2015,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4630
2015,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,41200
2016,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4115
2016,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,43769
2017,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,3529
2017,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,47309
2018,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,3684
2018,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,46173
2019,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,3853
2019,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,51914
2020,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,3765
2020,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,40982
2021,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4211
2021,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,49479
2022,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4167
2022,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,54533
2023,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Visit,58863
2023,KAISER FOUNDATION HOSPITAL - RIVERSIDE,RIVERSIDE,BASIC,ED_Admit,4604
2012,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,2214
2012,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,28436
2013,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,6137
2013,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,31587
2014,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,6036
2014,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,32721
2015,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,6343
2015,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,35412
2016,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,5690
2016,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,36774
2017,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,6466
2017,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,40041
2018,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,6486
2018,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,42711
2019,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,7664
2019,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,40520
2020,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,7408
2020,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,35728
2021,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,8942
2021,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,34554
2022,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,10055
2022,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,47789
2023,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Visit,46810
2023,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,BASIC,ED_Admit,10098
2018,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2169
2018,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,16916
2019,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2645
2019,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,17025
2020,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2272
2020,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,13022
2021,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2068
2021,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,13544
2022,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,1903
2022,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,15525
2023,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,16133
2023,MENIFEE GLOBAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,1698
2012,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2791
2012,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,13407
2013,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2559
2013,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,13686
2014,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2468
2014,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,15130
2015,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2555
2015,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,16339
2016,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2246
2016,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,17375
2017,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,2224
2017,MENIFEE VALLEY MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,17115
2012,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,795
2012,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9590
2013,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,701
2013,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9134
2014,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,636
2014,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9016
2015,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,547
2015,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9833
2016,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,509
2016,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9368
2017,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,468
2017,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,9143
2018,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,481
2018,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,8935
2019,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,466
2019,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,8653
2020,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,300
2020,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,7694
2021,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,256
2021,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,7458
2022,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,224
2022,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,8076
2023,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Visit,2125
2023,PALO VERDE HOSPITAL,RIVERSIDE,STANDBY,ED_Admit,
2012,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,5129
2012,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,36261
2013,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,4948
2013,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,37513
2014,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,5554
2014,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,40848
2015,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,5165
2015,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,43578
2016,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,4896
2016,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,42075
2017,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,4257
2017,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,39612
2018,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,3811
2018,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,38230
2012,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,14358
2012,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,70240
2013,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,16435
2013,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,75647
2014,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,16743
2014,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,81920
2015,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,18264
2015,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,95512
2016,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,18638
2016,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,104136
2017,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,18415
2017,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,105795
2018,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,19059
2018,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,99644
2019,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,19436
2019,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,94881
2020,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,18214
2020,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,67149
2021,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,20360
2021,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,73328
2022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,22325
2022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,83117
2023,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Visit,87345
2023,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,BASIC,ED_Admit,22120
2012,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,11823
2012,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,75529
2013,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,10970
2013,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,77014
2014,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,10834
2014,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,68897
2015,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,10746
2015,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,69003
2016,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,11089
2016,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,67481
2017,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,11897
2017,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,66296
2018,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,14278
2018,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,67030
2019,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,15142
2019,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,72759
2020,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,15315
2020,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,58483
2021,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,15952
2021,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,68827
2022,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,17438
2022,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,79144
2023,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Visit,78516
2023,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,RIVERSIDE,BASIC,ED_Admit,19139
2012,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3194
2012,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,30290
2013,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3584
2013,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,32039
2014,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3055
2014,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,35882
2015,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3092
2015,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,40859
2016,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,3162
2016,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,40178
2017,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2787
2017,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,42344
2018,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2576
2018,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,41298
2019,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2558
2019,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,41372
2020,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2433
2020,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,31279
2021,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2529
2021,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,34357
2022,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2322
2022,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,38597
2023,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Visit,38185
2023,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,BASIC,ED_Admit,2130
2012,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Admit,10107
2012,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Visit,68812
2013,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Admit,9898
2013,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Visit,69555
2014,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Admit,9261
2014,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Visit,70837
2015,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,BASIC,ED_Admit,10085
